StudentID,Program,Major,CoursePath
S017,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Functional Programming -> Cybersecurity Basics -> DevOps -> Parallel Programming -> Game Development -> CS Capstone 401
S018,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Cybersecurity Basics -> Game Development -> DevOps -> Quantum Computing -> Artificial Intelligence Fundamentals -> CS Capstone 401
S019,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Computer Graphics -> Cybersecurity Basics -> DevOps -> Quantum Computing -> Big Data Analytics -> CS Capstone 401
S020,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Big Data Analytics -> Parallel Programming -> Quantum Computing -> Computer Graphics -> Artificial Intelligence Fundamentals -> CS Capstone 401
S021,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Artificial Intelligence Fundamentals -> Cybersecurity Basics -> Cloud Computing -> DevOps -> Big Data Analytics -> CS Capstone 401
S022,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Parallel Programming -> Quantum Computing -> DevOps -> Computer Graphics -> Functional Programming -> CS Capstone 401
S023,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Functional Programming -> Big Data Analytics -> Computer Graphics -> Parallel Programming -> Game Development -> CS Capstone 401
S024,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Computer Graphics -> Artificial Intelligence Fundamentals -> Functional Programming -> Parallel Programming -> DevOps -> CS Capstone 401
S025,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Parallel Programming -> Computer Graphics -> Quantum Computing -> Cybersecurity Basics -> Cloud Computing -> CS Capstone 401
S026,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Big Data Analytics -> Functional Programming -> Cloud Computing -> Quantum Computing -> Game Development -> CS Capstone 401
S027,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Computer Graphics -> Functional Programming -> Cloud Computing -> Parallel Programming -> DevOps -> CS Capstone 401
S028,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> DevOps -> Computer Graphics -> Cloud Computing -> Cybersecurity Basics -> Functional Programming -> CS Capstone 401
S029,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Big Data Analytics -> Game Development -> Cloud Computing -> Quantum Computing -> Computer Graphics -> CS Capstone 401
S030,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Functional Programming -> Computer Graphics -> Cloud Computing -> Parallel Programming -> DevOps -> CS Capstone 401
S031,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Functional Programming -> Cybersecurity Basics -> Artificial Intelligence Fundamentals -> Big Data Analytics -> Computer Graphics -> CS Capstone 401
S032,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Functional Programming -> Quantum Computing -> Game Development -> Cloud Computing -> Artificial Intelligence Fundamentals -> CS Capstone 401
S033,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Big Data Analytics -> Game Development -> Computer Graphics -> Artificial Intelligence Fundamentals -> Parallel Programming -> CS Capstone 401
S034,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Cybersecurity Basics -> Game Development -> Quantum Computing -> Cloud Computing -> Functional Programming -> CS Capstone 401
S035,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Computer Graphics -> Big Data Analytics -> Quantum Computing -> Parallel Programming -> Cloud Computing -> CS Capstone 401
S036,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Artificial Intelligence Fundamentals -> Quantum Computing -> Big Data Analytics -> Cloud Computing -> Computer Graphics -> CS Capstone 401
S037,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Cloud Computing -> Functional Programming -> Parallel Programming -> Computer Graphics -> Quantum Computing -> CS Capstone 401
S038,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Cybersecurity Basics -> Cloud Computing -> Parallel Programming -> DevOps -> Big Data Analytics -> CS Capstone 401
S039,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> DevOps -> Big Data Analytics -> Functional Programming -> Game Development -> Computer Graphics -> CS Capstone 401
S040,CS,CS,Intro to Programming -> Data Structures -> Algorithms -> Computer Architecture -> Operating Systems -> Software Engineering -> Databases -> Web Development -> Mobile App Development -> Cybersecurity Basics -> Computer Graphics -> DevOps -> Game Development -> Cloud Computing -> CS Capstone 401
S041,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Data Visualization -> Hardware Design -> FPGA Programming -> Robotics -> Numerical Methods -> CSE Capstone 401
S042,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Robotics -> Hardware Design -> Signal Processing -> FPGA Programming -> IoT Systems -> CSE Capstone 401
S043,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Signal Processing -> Data Visualization -> Hardware Design -> IoT Systems -> Machine Learning -> CSE Capstone 401
S044,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Scientific Computing -> Hardware Design -> IoT Systems -> Machine Learning -> Cryptography -> CSE Capstone 401
S045,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> FPGA Programming -> Scientific Computing -> Hardware Design -> Numerical Methods -> Data Visualization -> CSE Capstone 401
S046,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Numerical Methods -> Hardware Design -> Signal Processing -> Robotics -> Machine Learning -> CSE Capstone 401
S047,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Numerical Methods -> Machine Learning -> FPGA Programming -> Hardware Design -> Scientific Computing -> CSE Capstone 401
S048,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Robotics -> Signal Processing -> FPGA Programming -> Hardware Design -> Machine Learning -> CSE Capstone 401
S049,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Machine Learning -> Signal Processing -> Hardware Design -> Data Visualization -> Numerical Methods -> CSE Capstone 401
S050,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Data Visualization -> Scientific Computing -> IoT Systems -> Hardware Design -> Signal Processing -> CSE Capstone 401
S051,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Cryptography -> Scientific Computing -> Hardware Design -> Numerical Methods -> Robotics -> CSE Capstone 401
S052,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Scientific Computing -> Data Visualization -> Signal Processing -> Robotics -> Machine Learning -> CSE Capstone 401
S053,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Data Visualization -> Robotics -> Signal Processing -> Numerical Methods -> Scientific Computing -> CSE Capstone 401
S054,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> IoT Systems -> Numerical Methods -> Scientific Computing -> Hardware Design -> Signal Processing -> CSE Capstone 401
S055,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Numerical Methods -> Robotics -> IoT Systems -> Hardware Design -> Data Visualization -> CSE Capstone 401
S056,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Numerical Methods -> Cryptography -> Scientific Computing -> IoT Systems -> Hardware Design -> CSE Capstone 401
S057,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Data Visualization -> Scientific Computing -> IoT Systems -> Signal Processing -> FPGA Programming -> CSE Capstone 401
S058,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Hardware Design -> Robotics -> Data Visualization -> Machine Learning -> IoT Systems -> CSE Capstone 401
S059,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Robotics -> FPGA Programming -> Scientific Computing -> Cryptography -> Numerical Methods -> CSE Capstone 401
S060,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> IoT Systems -> Robotics -> Signal Processing -> Numerical Methods -> Scientific Computing -> CSE Capstone 401
S061,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Signal Processing -> FPGA Programming -> Hardware Design -> Scientific Computing -> Robotics -> CSE Capstone 401
S062,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> FPGA Programming -> Hardware Design -> Robotics -> Cryptography -> Scientific Computing -> CSE Capstone 401
S063,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Numerical Methods -> Data Visualization -> Machine Learning -> IoT Systems -> Signal Processing -> CSE Capstone 401
S064,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Machine Learning -> Hardware Design -> Cryptography -> Data Visualization -> Signal Processing -> CSE Capstone 401
S065,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Cryptography -> Scientific Computing -> Machine Learning -> Numerical Methods -> Robotics -> CSE Capstone 401
S066,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Robotics -> Scientific Computing -> Signal Processing -> FPGA Programming -> Cryptography -> CSE Capstone 401
S067,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Hardware Design -> Data Visualization -> Cryptography -> Signal Processing -> IoT Systems -> CSE Capstone 401
S068,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Signal Processing -> Hardware Design -> Machine Learning -> IoT Systems -> FPGA Programming -> CSE Capstone 401
S069,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Scientific Computing -> Data Visualization -> Cryptography -> FPGA Programming -> Machine Learning -> CSE Capstone 401
S070,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Data Visualization -> Robotics -> Cryptography -> Machine Learning -> FPGA Programming -> CSE Capstone 401
S071,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> IoT Systems -> Cryptography -> Signal Processing -> Robotics -> Machine Learning -> CSE Capstone 401
S072,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Data Visualization -> IoT Systems -> Cryptography -> FPGA Programming -> Scientific Computing -> CSE Capstone 401
S073,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Hardware Design -> Machine Learning -> FPGA Programming -> Data Visualization -> Numerical Methods -> CSE Capstone 401
S074,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Cryptography -> Data Visualization -> Scientific Computing -> IoT Systems -> Robotics -> CSE Capstone 401
S075,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Signal Processing -> Numerical Methods -> Cryptography -> Robotics -> Data Visualization -> CSE Capstone 401
S076,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Machine Learning -> IoT Systems -> Cryptography -> Signal Processing -> FPGA Programming -> CSE Capstone 401
S077,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Scientific Computing -> Data Visualization -> Numerical Methods -> Cryptography -> Robotics -> CSE Capstone 401
S078,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Signal Processing -> FPGA Programming -> IoT Systems -> Cryptography -> Robotics -> CSE Capstone 401
S079,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Machine Learning -> Data Visualization -> IoT Systems -> Hardware Design -> Signal Processing -> CSE Capstone 401
S080,CS,CSE,Intro to Programming -> Data Structures -> Digital Logic Design -> Signals & Systems -> Embedded Systems -> Linear Algebra -> Control Systems -> Operating Systems -> Computer Architecture -> Robotics -> Cryptography -> Machine Learning -> Numerical Methods -> FPGA Programming -> CSE Capstone 401
S081,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Recommender Systems -> Bayesian Inference -> Data Security -> Visualization Tools -> Deep Learning -> Data Science Capstone 401
S082,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Recommender Systems -> Data Security -> Data Ethics -> Geospatial Analysis -> Visualization Tools -> Data Science Capstone 401
S083,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Time Series Analysis -> Bayesian Inference -> Visualization Tools -> Data Ethics -> Natural Language Processing -> Data Science Capstone 401
S084,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Ethics -> Deep Learning -> Time Series Analysis -> Recommender Systems -> Business Analytics -> Data Science Capstone 401
S085,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Ethics -> Bayesian Inference -> Geospatial Analysis -> Natural Language Processing -> Recommender Systems -> Data Science Capstone 401
S086,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Natural Language Processing -> Data Ethics -> Deep Learning -> Data Security -> Bayesian Inference -> Data Science Capstone 401
S087,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Bayesian Inference -> Visualization Tools -> Business Analytics -> Time Series Analysis -> Data Ethics -> Data Science Capstone 401
S088,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Bayesian Inference -> Visualization Tools -> Deep Learning -> Recommender Systems -> Natural Language Processing -> Data Science Capstone 401
S089,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Ethics -> Recommender Systems -> Geospatial Analysis -> Visualization Tools -> Deep Learning -> Data Science Capstone 401
S090,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Geospatial Analysis -> Recommender Systems -> Data Ethics -> Data Security -> Visualization Tools -> Data Science Capstone 401
S091,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Recommender Systems -> Deep Learning -> Natural Language Processing -> Time Series Analysis -> Business Analytics -> Data Science Capstone 401
S092,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Visualization Tools -> Geospatial Analysis -> Deep Learning -> Business Analytics -> Data Security -> Data Science Capstone 401
S093,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Ethics -> Recommender Systems -> Data Security -> Bayesian Inference -> Geospatial Analysis -> Data Science Capstone 401
S094,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Security -> Natural Language Processing -> Data Ethics -> Geospatial Analysis -> Visualization Tools -> Data Science Capstone 401
S095,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Geospatial Analysis -> Deep Learning -> Data Ethics -> Data Security -> Visualization Tools -> Data Science Capstone 401
S096,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Security -> Bayesian Inference -> Recommender Systems -> Visualization Tools -> Deep Learning -> Data Science Capstone 401
S097,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Recommender Systems -> Visualization Tools -> Natural Language Processing -> Data Security -> Time Series Analysis -> Data Science Capstone 401
S098,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Security -> Geospatial Analysis -> Data Ethics -> Time Series Analysis -> Bayesian Inference -> Data Science Capstone 401
S099,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Geospatial Analysis -> Data Security -> Time Series Analysis -> Natural Language Processing -> Bayesian Inference -> Data Science Capstone 401
S100,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Data Ethics -> Time Series Analysis -> Geospatial Analysis -> Bayesian Inference -> Business Analytics -> Data Science Capstone 401
S101,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Deep Learning -> Geospatial Analysis -> Data Security -> Natural Language Processing -> Bayesian Inference -> Data Science Capstone 401
S102,CECS,Data science,Intro to Python -> Statistics I -> Linear Algebra -> Data Wrangling -> Data Visualization -> Machine Learning -> Big Data Analytics -> Database Systems -> Data Mining -> Visualization Tools -> Recommender Systems -> Business Analytics -> Bayesian Inference -> Data Ethics -> Data Science Capstone 401
